time,Open,High,Low,Close,Volume,Quote_Volume
2021-10-06,51466.599,55746.95,50391.35,55309.781,378890266.53691936,7137.14772061
2021-10-07,55309.79,55324.589,53381.19,53789.557,277480535.5965295,5103.40995388
2021-10-08,53789.557,56067.19,53611.03,53944.031,170589914.8809943,3126.98422136
2021-10-09,53944.04,55478.79,53672.48,54943.541,153239129.64404804,2796.06045477
2021-10-10,54944.681,56510.2,54090.9,54670.619,225701298.41774648,4091.47438668
2021-10-11,54667.22,57825.04,54433.241,57470.0,172045517.31058854,3036.97186694
2021-10-12,57471.35,57666.55,53947.36,56021.879,200425218.34240305,3543.2656163
2021-10-13,56008.01,57769.19,54228.01,57362.001,196639759.2587073,3514.57903829
2021-10-14,57362.01,58509.94,56829.11,57346.009,194412939.00724456,3372.99704873
2021-10-15,57346.01,62903.09,56872.001,61670.901,310709434.854221,5171.71713507
2021-10-16,61672.09,62362.32,60156.741,60880.218,174824356.89726982,2851.4442059
2021-10-17,60880.22,61702.01,58926.26,61517.991,167236618.13126466,2753.77837482
2021-10-18,61518.0,62680.31,59900.0,62020.001,238863141.2146057,3866.73147923
2021-10-19,62020.01,64472.09,61375.02,64270.531,251586379.08377,4005.83674777
2021-10-20,64270.54,66967.66,63510.92,66006.001,270351331.1842014,4143.14760885
2021-10-21,66006.01,66636.999,61994.51,62206.001,302839229.7664646,4707.0938793
2021-10-22,62206.009,63717.931,60013.47,60702.009,237329475.9514103,3823.03761487
2021-10-23,60702.01,61734.479,59639.95,61298.009,165064997.29711413,2702.58645588
2021-10-24,61298.01,61479.991,59526.07,60864.009,152164641.40790817,2510.84452169
2021-10-25,60864.01,63700.0,60656.01,63077.991,180656921.55736545,2883.70412254
2021-10-26,63078.0,63273.99,59858.47,60324.0,156512454.8515072,2518.41521783
2021-10-27,60326.0,61494.71,58000.0,58414.009,260748374.3901723,4392.01267815
2021-10-28,58414.01,62497.169,57878.78,60578.001,276650093.2569458,4593.08491521
2021-10-29,60578.01,62947.18,60174.74,62260.009,245499817.3346848,3988.98803386
2021-10-30,62260.01,62352.53,60727.27,61867.491,167240862.48109704,2715.38294638
2021-10-31,61867.51,62389.999,59976.23,61305.849,189441834.82072115,3100.26192507
2021-11-01,61305.849,62420.429,59379.34,60906.719,201387382.4950232,3281.9486122
2021-11-02,60907.999,64240.9,60645.761,63215.629,204713825.8017556,3266.7890407
2021-11-03,63215.63,63499.15,60305.0,62892.001,208836042.28146216,3330.22244394
2021-11-04,62892.01,63073.991,60666.09,61412.51,109941434.4255188,1770.86195349
2021-11-05,61412.01,62583.88,60735.4,60952.0,43440782.68230696,706.59966228
2021-11-06,60950.01,61542.16,60071.88,61461.99,58781835.46412846,966.50843687
2021-11-07,61462.0,63249.99,61330.0,63247.23,57508464.8481823,925.77766713
2021-11-08,63246.2,67775.27,63246.2,67509.5,116315985.60322122,1769.48482826
2021-11-09,67510.52,68500.0,66257.65,66935.19,123783537.03702192,1833.44140027
2021-11-10,66935.2,69000.0,62697.47,64892.6,150031953.15748936,2260.27679853
2021-11-11,64890.31,65585.89,64130.41,64793.71,100629311.62758625,1551.45936682
2021-11-12,64781.59,65445.6,62285.95,64122.82,110451215.99362592,1729.3600442
2021-11-13,64119.58,64963.69,63367.7,64390.3,57175090.20189031,892.07461332
2021-11-14,64390.3,65502.42,63581.65,65498.5,69581041.90782818,1079.07644908
2021-11-15,65498.5,66356.58,63420.0,63610.33,107999490.46521927,1662.91174336
2021-11-16,63610.33,63610.33,58585.8,60070.75,192061042.6404684,3161.01933359
2021-11-17,60079.87,60808.19,58405.0,60340.66,130070348.54604772,2174.88546422
2021-11-18,60341.2,60950.0,56500.0,56899.36,193943265.13189745,3302.69936915
2021-11-19,56888.98,58322.02,55617.98,58060.23,93654250.51942368,1642.46998065
2021-11-20,58052.37,59838.56,57374.44,59707.51,73726382.41988535,1258.19720066
2021-11-21,59712.15,60018.03,58500.0,58604.22,74779039.48913778,1264.55251069
2021-11-22,58604.22,59406.76,55616.4,56247.74,128092008.56174988,2231.10177743
2021-11-23,56247.51,57964.27,55343.42,57535.92,142394623.27044708,2505.38141212
2021-11-24,57535.92,57726.08,55885.01,57145.21,99669388.9590447,1757.88362459
2021-11-25,57128.07,59383.59,57020.84,58937.3,92302388.54912227,1585.46441619
2021-11-26,58939.35,59143.22,53522.0,53723.5,144243047.2756999,2605.56595071
2021-11-27,53723.28,55264.88,53612.95,54728.02,72160664.89550333,1320.54050425
2021-11-28,54717.32,57431.32,53300.0,57278.31,99550164.67745216,1812.96150672
2021-11-29,57278.3,58856.99,56684.8,57778.5,89584948.2211569,1555.73109065
2021-11-30,57778.51,59166.1,55890.02,56939.5,106796701.2029539,1860.86566333
2021-12-01,56939.5,59032.43,56450.48,57195.18,125768694.5406393,2189.80600429
2021-12-02,57195.18,57363.81,55796.62,56480.21,104490919.33848555,1845.21680628
2021-12-03,56480.21,57599.17,51549.66,53612.76,139068841.62025893,2522.15747811
2021-12-04,53604.41,53850.97,41939.13,49165.56,185631246.80730507,3832.64800054
2021-12-05,49152.96,49685.31,47748.91,49388.72,60062774.55340535,1226.79976876
2021-12-06,49395.73,50877.73,47066.66,50458.8,170090257.9266208,3496.96294359
2021-12-07,50451.12,51917.99,50038.39,50582.3,116101215.12175904,2277.91620033
2021-12-08,50583.11,51190.14,48600.0,50459.02,118461442.35583144,2363.53272773
2021-12-09,50461.74,50793.29,47322.0,47542.19,120570838.64500324,2465.98201053
2021-12-10,47542.2,50099.0,46895.56,47178.09,166570225.15588814,3454.92429616
2021-12-11,47153.88,49482.47,46772.3,49374.17,94777324.51033624,1960.55474398
2021-12-12,49381.22,50760.45,48641.32,50060.6,81063063.04436508,1632.03828547
2021-12-13,50058.12,50183.44,45716.88,46701.92,141162731.4685572,2955.80054517
2021-12-14,46707.28,48641.5,46291.83,48351.4,107601554.52333549,2281.2280048
2021-12-15,48347.62,49479.5,46543.34,48871.46,123665353.9065084,2569.5398349
2021-12-16,48871.47,49428.06,47526.14,47613.19,47846913.84880761,982.43812324
2021-12-17,47613.19,47991.56,45455.3,46137.59,126979187.56992036,2719.75858249
2021-12-18,46149.87,47343.58,45513.53,46833.63,62361697.30364178,1339.28791884
2021-12-19,46833.64,48300.0,46435.37,46691.75,76284053.30904052,1615.32297765
2021-12-20,46683.15,47527.44,45573.97,46914.16,94295972.54469132,2032.1795868
2021-12-21,46914.16,49312.58,46655.17,48890.14,51541707.36991683,1069.85416216
2021-12-22,48890.14,49559.99,48430.3,48588.18,49880329.90295233,1018.88945154
2021-12-23,48589.86,51360.0,48029.42,50821.16,86231162.99816427,1739.47551594
2021-12-24,50832.78,51816.08,50427.37,50807.2,96277972.6198992,1886.57367428
2021-12-25,50807.2,51135.16,50157.18,50405.3,55110975.50899774,1085.52746781
2021-12-26,50405.3,51274.04,49442.03,50769.1,61163715.76713936,1218.59478516
2021-12-27,50769.1,52079.14,50455.13,50700.55,91326240.50903197,1785.25437447
2021-12-28,50703.08,50703.08,47319.2,47539.11,188834973.725905,3866.25438089
2021-12-29,47545.5,48128.8,46104.82,46468.42,117223252.5441483,2476.54685964
2021-12-30,46468.42,47901.7,45944.45,47125.53,81827429.38019083,1740.19360318
2021-12-31,47125.53,48560.71,45700.0,46208.56,119212063.61368544,2523.3580497
2022-01-01,46215.5,47949.32,46215.49,47723.3,75909185.07172194,1610.38083435
2022-01-02,47723.3,47988.68,46668.25,47296.37,85266099.6586251,1804.55365813
2022-01-03,47296.36,47564.23,45708.72,46431.08,93718624.77517356,2008.93641603
2022-01-04,46438.05,47535.59,45555.0,45840.76,107315961.92304526,2312.28843299
2022-01-05,45836.0,47061.19,42489.76,43453.4,173299585.55540025,3847.82030495
2022-01-06,43453.41,43785.99,42436.8,43082.84,108084080.35709856,2510.23110786
2022-01-07,43082.86,43134.08,40600.0,41562.57,191106524.1897004,4573.35002708
2022-01-08,41564.46,42300.0,40528.06,41685.64,126976103.74866086,3063.89255454
2022-01-09,41685.65,42778.3,41209.6,41860.17,92342029.76282082,2207.4969011
2022-01-10,41868.74,42240.7,39653.46,41819.66,141025319.9159201,3411.44248876
2022-01-11,41819.66,43311.07,41277.19,42730.02,108291445.5559422,2567.84901452
2022-01-12,42730.02,44325.5,42157.89,43906.0,58980991.1639935,1363.76364958
2022-01-13,43906.0,44418.93,42319.67,42575.09,57143971.72386747,1317.7196735
2022-01-14,42561.61,43452.96,41772.74,43065.69,66183607.61149186,1551.0335532
2022-01-15,43065.69,43796.46,42562.82,43067.46,46260745.64990213,1072.08544038
2022-01-16,43078.7,43475.02,42578.44,43072.57,44200632.50187727,1026.41363624
2022-01-17,43072.58,43177.02,41555.71,42198.04,61187042.5898649,1440.54347133
